e-0-1     | 02:41:12.222 [W0] INFO:	sim_time 9_306_912_661us: CameraFrameEvent(camera_front_tele_30fov, 9_306_882_661->9_306_912_661us)
runtime-0-1     | 02:43:05.633 [W0] INFO:	sim_time 9_310_312_661us: StepEvent @ 9_310_312_661us
runtime-0-1     | 02:43:05.634 [W0] INFO:	sim_time 9_310_412_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_382_661->9_310_412_661us)
runtime-0-1     | 02:43:05.940 [W0] INFO:	sim_time 9_310_412_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_382_661->9_310_412_661us)
runtime-0-1     | 02:43:06.094 [W0] INFO:	sim_time 9_310_412_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_382_661->9_310_412_661us)
runtime-0-1     | 02:43:06.201 [W0] INFO:	sim_time 9_310_412_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_382_661->9_310_412_661us)
runtime-0-1     | 02:43:06.412 [W0] INFO:	sim_time 9_310_412_661us: PolicyEvent @ 9_310_412_661us
runtime-0-1     | 02:43:06.413 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:08,730][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:08.754 [W0] INFO:	sim_time 9_310_412_661us: ControllerEvent @ 9_310_412_661us
runtime-0-1     | 02:43:08.763 [W0] INFO:	sim_time 9_310_412_661us: PhysicsEvent @ 9_310_412_661us
runtime-0-1     | 02:43:08.763 [W0] INFO:	sim_time 9_310_412_661us: TrafficEvent @ 9_310_412_661us
runtime-0-1     | 02:43:08.764 [W0] INFO:	sim_time 9_310_412_661us: PhysicsEvent @ 9_310_412_661us
runtime-0-1     | 02:43:08.764 [W0] INFO:	sim_time 9_310_412_661us: StepEvent @ 9_310_412_661us
runtime-0-1     | 02:43:08.766 [W0] INFO:	sim_time 9_310_512_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_482_661->9_310_512_661us)
runtime-0-1     | 02:43:08.921 [W0] INFO:	sim_time 9_310_512_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_482_661->9_310_512_661us)
runtime-0-1     | 02:43:09.273 [W0] INFO:	sim_time 9_310_512_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_482_661->9_310_512_661us)
runtime-0-1     | 02:43:09.470 [W0] INFO:	sim_time 9_310_512_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_482_661->9_310_512_661us)
runtime-0-1     | 02:43:09.620 [W0] INFO:	sim_time 9_310_512_661us: PolicyEvent @ 9_310_512_661us
runtime-0-1     | 02:43:09.620 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:11,956][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:11.979 [W0] INFO:	sim_time 9_310_512_661us: ControllerEvent @ 9_310_512_661us
runtime-0-1     | 02:43:11.986 [W0] INFO:	sim_time 9_310_512_661us: PhysicsEvent @ 9_310_512_661us
runtime-0-1     | 02:43:11.986 [W0] INFO:	sim_time 9_310_512_661us: TrafficEvent @ 9_310_512_661us
runtime-0-1     | 02:43:11.988 [W0] INFO:	sim_time 9_310_512_661us: PhysicsEvent @ 9_310_512_661us
runtime-0-1     | 02:43:11.988 [W0] INFO:	sim_time 9_310_512_661us: StepEvent @ 9_310_512_661us
runtime-0-1     | 02:43:11.991 [W0] INFO:	sim_time 9_310_612_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_582_661->9_310_612_661us)
runtime-0-1     | 02:43:12.293 [W0] INFO:	sim_time 9_310_612_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_582_661->9_310_612_661us)
runtime-0-1     | 02:43:12.487 [W0] INFO:	sim_time 9_310_612_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_582_661->9_310_612_661us)
runtime-0-1     | 02:43:12.614 [W0] INFO:	sim_time 9_310_612_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_582_661->9_310_612_661us)
runtime-0-1     | 02:43:12.827 [W0] INFO:	sim_time 9_310_612_661us: PolicyEvent @ 9_310_612_661us
runtime-0-1     | 02:43:12.828 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:15,214][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:15.647 [W0] INFO:	sim_time 9_310_612_661us: ControllerEvent @ 9_310_612_661us
runtime-0-1     | 02:43:15.655 [W0] INFO:	sim_time 9_310_612_661us: PhysicsEvent @ 9_310_612_661us
runtime-0-1     | 02:43:15.655 [W0] INFO:	sim_time 9_310_612_661us: TrafficEvent @ 9_310_612_661us
runtime-0-1     | 02:43:15.658 [W0] INFO:	sim_time 9_310_612_661us: PhysicsEvent @ 9_310_612_661us
runtime-0-1     | 02:43:15.659 [W0] INFO:	sim_time 9_310_612_661us: StepEvent @ 9_310_612_661us
runtime-0-1     | 02:43:15.661 [W0] INFO:	sim_time 9_310_712_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_682_661->9_310_712_661us)
runtime-0-1     | 02:43:15.897 [W0] INFO:	sim_time 9_310_712_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_682_661->9_310_712_661us)
runtime-0-1     | 02:43:16.103 [W0] INFO:	sim_time 9_310_712_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_682_661->9_310_712_661us)
runtime-0-1     | 02:43:16.317 [W0] INFO:	sim_time 9_310_712_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_682_661->9_310_712_661us)
runtime-0-1     | 02:43:16.547 [W0] INFO:	sim_time 9_310_712_661us: PolicyEvent @ 9_310_712_661us
runtime-0-1     | 02:43:16.548 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:18,856][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:18.903 [W0] INFO:	sim_time 9_310_712_661us: ControllerEvent @ 9_310_712_661us
runtime-0-1     | 02:43:18.911 [W0] INFO:	sim_time 9_310_712_661us: PhysicsEvent @ 9_310_712_661us
runtime-0-1     | 02:43:18.911 [W0] INFO:	sim_time 9_310_712_661us: TrafficEvent @ 9_310_712_661us
runtime-0-1     | 02:43:18.912 [W0] INFO:	sim_time 9_310_712_661us: PhysicsEvent @ 9_310_712_661us
runtime-0-1     | 02:43:18.913 [W0] INFO:	sim_time 9_310_712_661us: StepEvent @ 9_310_712_661us
runtime-0-1     | 02:43:18.915 [W0] INFO:	sim_time 9_310_812_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_782_661->9_310_812_661us)
runtime-0-1     | 02:43:19.257 [W0] INFO:	sim_time 9_310_812_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_782_661->9_310_812_661us)
runtime-0-1     | 02:43:19.472 [W0] INFO:	sim_time 9_310_812_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_782_661->9_310_812_661us)
runtime-0-1     | 02:43:19.626 [W0] INFO:	sim_time 9_310_812_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_782_661->9_310_812_661us)
runtime-0-1     | 02:43:19.747 [W0] INFO:	sim_time 9_310_812_661us: PolicyEvent @ 9_310_812_661us
runtime-0-1     | 02:43:19.747 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:22,039][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:22.065 [W0] INFO:	sim_time 9_310_812_661us: ControllerEvent @ 9_310_812_661us
runtime-0-1     | 02:43:22.072 [W0] INFO:	sim_time 9_310_812_661us: PhysicsEvent @ 9_310_812_661us
runtime-0-1     | 02:43:22.072 [W0] INFO:	sim_time 9_310_812_661us: TrafficEvent @ 9_310_812_661us
runtime-0-1     | 02:43:22.073 [W0] INFO:	sim_time 9_310_812_661us: PhysicsEvent @ 9_310_812_661us
runtime-0-1     | 02:43:22.074 [W0] INFO:	sim_time 9_310_812_661us: StepEvent @ 9_310_812_661us
runtime-0-1     | 02:43:22.075 [W0] INFO:	sim_time 9_310_912_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_882_661->9_310_912_661us)
runtime-0-1     | 02:43:22.307 [W0] INFO:	sim_time 9_310_912_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_882_661->9_310_912_661us)
runtime-0-1     | 02:43:22.495 [W0] INFO:	sim_time 9_310_912_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_882_661->9_310_912_661us)
runtime-0-1     | 02:43:22.704 [W0] INFO:	sim_time 9_310_912_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_882_661->9_310_912_661us)
runtime-0-1     | 02:43:22.917 [W0] INFO:	sim_time 9_310_912_661us: PolicyEvent @ 9_310_912_661us
runtime-0-1     | 02:43:22.918 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:25,171][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:25.197 [W0] INFO:	sim_time 9_310_912_661us: ControllerEvent @ 9_310_912_661us
runtime-0-1     | 02:43:25.204 [W0] INFO:	sim_time 9_310_912_661us: PhysicsEvent @ 9_310_912_661us
runtime-0-1     | 02:43:25.205 [W0] INFO:	sim_time 9_310_912_661us: TrafficEvent @ 9_310_912_661us
runtime-0-1     | 02:43:25.205 [W0] INFO:	sim_time 9_310_912_661us: PhysicsEvent @ 9_310_912_661us
runtime-0-1     | 02:43:25.206 [W0] INFO:	sim_time 9_310_912_661us: StepEvent @ 9_310_912_661us
runtime-0-1     | 02:43:25.207 [W0] INFO:	sim_time 9_311_012_661us: CameraFrameEvent(camera_cross_left_120fov, 9_310_982_661->9_311_012_661us)
runtime-0-1     | 02:43:25.362 [W0] INFO:	sim_time 9_311_012_661us: CameraFrameEvent(camera_front_tele_30fov, 9_310_982_661->9_311_012_661us)
runtime-0-1     | 02:43:25.634 [W0] INFO:	sim_time 9_311_012_661us: CameraFrameEvent(camera_front_wide_120fov, 9_310_982_661->9_311_012_661us)
runtime-0-1     | 02:43:25.783 [W0] INFO:	sim_time 9_311_012_661us: CameraFrameEvent(camera_cross_right_120fov, 9_310_982_661->9_311_012_661us)
runtime-0-1     | 02:43:25.973 [W0] INFO:	sim_time 9_311_012_661us: PolicyEvent @ 9_311_012_661us
runtime-0-1     | 02:43:25.974 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:28,280][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:28.305 [W0] INFO:	sim_time 9_311_012_661us: ControllerEvent @ 9_311_012_661us
runtime-0-1     | 02:43:28.312 [W0] INFO:	sim_time 9_311_012_661us: PhysicsEvent @ 9_311_012_661us
runtime-0-1     | 02:43:28.312 [W0] INFO:	sim_time 9_311_012_661us: TrafficEvent @ 9_311_012_661us
runtime-0-1     | 02:43:28.313 [W0] INFO:	sim_time 9_311_012_661us: PhysicsEvent @ 9_311_012_661us
runtime-0-1     | 02:43:28.314 [W0] INFO:	sim_time 9_311_012_661us: StepEvent @ 9_311_012_661us
runtime-0-1     | 02:43:28.315 [W0] INFO:	sim_time 9_311_112_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_082_661->9_311_112_661us)
runtime-0-1     | 02:43:28.544 [W0] INFO:	sim_time 9_311_112_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_082_661->9_311_112_661us)
runtime-0-1     | 02:43:28.840 [W0] INFO:	sim_time 9_311_112_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_082_661->9_311_112_661us)
runtime-0-1     | 02:43:28.982 [W0] INFO:	sim_time 9_311_112_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_082_661->9_311_112_661us)
runtime-0-1     | 02:43:29.191 [W0] INFO:	sim_time 9_311_112_661us: PolicyEvent @ 9_311_112_661us
runtime-0-1     | 02:43:29.191 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:31,512][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:31.535 [W0] INFO:	sim_time 9_311_112_661us: ControllerEvent @ 9_311_112_661us
runtime-0-1     | 02:43:31.543 [W0] INFO:	sim_time 9_311_112_661us: PhysicsEvent @ 9_311_112_661us
runtime-0-1     | 02:43:31.544 [W0] INFO:	sim_time 9_311_112_661us: TrafficEvent @ 9_311_112_661us
runtime-0-1     | 02:43:31.544 [W0] INFO:	sim_time 9_311_112_661us: PhysicsEvent @ 9_311_112_661us
runtime-0-1     | 02:43:31.545 [W0] INFO:	sim_time 9_311_112_661us: StepEvent @ 9_311_112_661us
runtime-0-1     | 02:43:31.546 [W0] INFO:	sim_time 9_311_212_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_182_661->9_311_212_661us)
runtime-0-1     | 02:43:31.707 [W0] INFO:	sim_time 9_311_212_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_182_661->9_311_212_661us)
runtime-0-1     | 02:43:32.058 [W0] INFO:	sim_time 9_311_212_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_182_661->9_311_212_661us)
runtime-0-1     | 02:43:32.227 [W0] INFO:	sim_time 9_311_212_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_182_661->9_311_212_661us)
runtime-0-1     | 02:43:32.430 [W0] INFO:	sim_time 9_311_212_661us: PolicyEvent @ 9_311_212_661us
runtime-0-1     | 02:43:32.430 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:34,836][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:34.860 [W0] INFO:	sim_time 9_311_212_661us: ControllerEvent @ 9_311_212_661us
runtime-0-1     | 02:43:34.868 [W0] INFO:	sim_time 9_311_212_661us: PhysicsEvent @ 9_311_212_661us
runtime-0-1     | 02:43:34.868 [W0] INFO:	sim_time 9_311_212_661us: TrafficEvent @ 9_311_212_661us
runtime-0-1     | 02:43:34.869 [W0] INFO:	sim_time 9_311_212_661us: PhysicsEvent @ 9_311_212_661us
runtime-0-1     | 02:43:34.869 [W0] INFO:	sim_time 9_311_212_661us: StepEvent @ 9_311_212_661us
runtime-0-1     | 02:43:34.871 [W0] INFO:	sim_time 9_311_312_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_282_661->9_311_312_661us)
runtime-0-1     | 02:43:35.180 [W0] INFO:	sim_time 9_311_312_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_282_661->9_311_312_661us)
runtime-0-1     | 02:43:35.321 [W0] INFO:	sim_time 9_311_312_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_282_661->9_311_312_661us)
runtime-0-1     | 02:43:35.437 [W0] INFO:	sim_time 9_311_312_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_282_661->9_311_312_661us)
runtime-0-1     | 02:43:35.683 [W0] INFO:	sim_time 9_311_312_661us: PolicyEvent @ 9_311_312_661us
runtime-0-1     | 02:43:35.683 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:37,939][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:37.964 [W0] INFO:	sim_time 9_311_312_661us: ControllerEvent @ 9_311_312_661us
runtime-0-1     | 02:43:37.976 [W0] INFO:	sim_time 9_311_312_661us: PhysicsEvent @ 9_311_312_661us
runtime-0-1     | 02:43:37.976 [W0] INFO:	sim_time 9_311_312_661us: TrafficEvent @ 9_311_312_661us
runtime-0-1     | 02:43:37.977 [W0] INFO:	sim_time 9_311_312_661us: PhysicsEvent @ 9_311_312_661us
runtime-0-1     | 02:43:37.977 [W0] INFO:	sim_time 9_311_312_661us: StepEvent @ 9_311_312_661us
runtime-0-1     | 02:43:37.978 [W0] INFO:	sim_time 9_311_412_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_382_661->9_311_412_661us)
runtime-0-1     | 02:43:38.143 [W0] INFO:	sim_time 9_311_412_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_382_661->9_311_412_661us)
runtime-0-1     | 02:43:38.604 [W0] INFO:	sim_time 9_311_412_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_382_661->9_311_412_661us)
runtime-0-1     | 02:43:38.781 [W0] INFO:	sim_time 9_311_412_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_382_661->9_311_412_661us)
runtime-0-1     | 02:43:38.935 [W0] INFO:	sim_time 9_311_412_661us: PolicyEvent @ 9_311_412_661us
runtime-0-1     | 02:43:38.936 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:41,321][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Yield to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:41.449 [W0] INFO:	sim_time 9_311_412_661us: ControllerEvent @ 9_311_412_661us
runtime-0-1     | 02:43:41.457 [W0] INFO:	sim_time 9_311_412_661us: PhysicsEvent @ 9_311_412_661us
runtime-0-1     | 02:43:41.457 [W0] INFO:	sim_time 9_311_412_661us: TrafficEvent @ 9_311_412_661us
runtime-0-1     | 02:43:41.458 [W0] INFO:	sim_time 9_311_412_661us: PhysicsEvent @ 9_311_412_661us
runtime-0-1     | 02:43:41.458 [W0] INFO:	sim_time 9_311_412_661us: StepEvent @ 9_311_412_661us
runtime-0-1     | 02:43:41.460 [W0] INFO:	sim_time 9_311_512_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_482_661->9_311_512_661us)
runtime-0-1     | 02:43:41.798 [W0] INFO:	sim_time 9_311_512_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_482_661->9_311_512_661us)
runtime-0-1     | 02:43:41.956 [W0] INFO:	sim_time 9_311_512_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_482_661->9_311_512_661us)
runtime-0-1     | 02:43:42.077 [W0] INFO:	sim_time 9_311_512_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_482_661->9_311_512_661us)
runtime-0-1     | 02:43:42.313 [W0] INFO:	sim_time 9_311_512_661us: PolicyEvent @ 9_311_512_661us
runtime-0-1     | 02:43:42.313 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:44,564][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:44.589 [W0] INFO:	sim_time 9_311_512_661us: ControllerEvent @ 9_311_512_661us
runtime-0-1     | 02:43:44.597 [W0] INFO:	sim_time 9_311_512_661us: PhysicsEvent @ 9_311_512_661us
runtime-0-1     | 02:43:44.597 [W0] INFO:	sim_time 9_311_512_661us: TrafficEvent @ 9_311_512_661us
runtime-0-1     | 02:43:44.598 [W0] INFO:	sim_time 9_311_512_661us: PhysicsEvent @ 9_311_512_661us
runtime-0-1     | 02:43:44.599 [W0] INFO:	sim_time 9_311_512_661us: StepEvent @ 9_311_512_661us
runtime-0-1     | 02:43:44.601 [W0] INFO:	sim_time 9_311_612_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_582_661->9_311_612_661us)
runtime-0-1     | 02:43:44.861 [W0] INFO:	sim_time 9_311_612_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_582_661->9_311_612_661us)
runtime-0-1     | 02:43:45.054 [W0] INFO:	sim_time 9_311_612_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_582_661->9_311_612_661us)
runtime-0-1     | 02:43:45.256 [W0] INFO:	sim_time 9_311_612_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_582_661->9_311_612_661us)
runtime-0-1     | 02:43:45.475 [W0] INFO:	sim_time 9_311_612_661us: PolicyEvent @ 9_311_612_661us
runtime-0-1     | 02:43:45.476 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:47,851][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
driver-0-1      | [2026-06-10 02:43:47,872][__main__][INFO] - Inference batches: 100 processed, 100 total items, avg size 1.0
runtime-0-1     | 02:43:47.876 [W0] INFO:	sim_time 9_311_612_661us: ControllerEvent @ 9_311_612_661us
runtime-0-1     | 02:43:47.965 [W0] INFO:	sim_time 9_311_612_661us: PhysicsEvent @ 9_311_612_661us
runtime-0-1     | 02:43:47.966 [W0] INFO:	sim_time 9_311_612_661us: TrafficEvent @ 9_311_612_661us
runtime-0-1     | 02:43:47.967 [W0] INFO:	sim_time 9_311_612_661us: PhysicsEvent @ 9_311_612_661us
runtime-0-1     | 02:43:47.967 [W0] INFO:	sim_time 9_311_612_661us: StepEvent @ 9_311_612_661us
runtime-0-1     | 02:43:47.969 [W0] INFO:	sim_time 9_311_712_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_682_661->9_311_712_661us)
runtime-0-1     | 02:43:48.279 [W0] INFO:	sim_time 9_311_712_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_682_661->9_311_712_661us)
runtime-0-1     | 02:43:48.493 [W0] INFO:	sim_time 9_311_712_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_682_661->9_311_712_661us)
runtime-0-1     | 02:43:48.643 [W0] INFO:	sim_time 9_311_712_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_682_661->9_311_712_661us)
runtime-0-1     | 02:43:48.757 [W0] INFO:	sim_time 9_311_712_661us: PolicyEvent @ 9_311_712_661us
runtime-0-1     | 02:43:48.758 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:50,959][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the lead vehicle since it is directly ahead in our lane']
runtime-0-1     | 02:43:50.983 [W0] INFO:	sim_time 9_311_712_661us: ControllerEvent @ 9_311_712_661us
runtime-0-1     | 02:43:50.991 [W0] INFO:	sim_time 9_311_712_661us: PhysicsEvent @ 9_311_712_661us
runtime-0-1     | 02:43:50.991 [W0] INFO:	sim_time 9_311_712_661us: TrafficEvent @ 9_311_712_661us
runtime-0-1     | 02:43:50.992 [W0] INFO:	sim_time 9_311_712_661us: PhysicsEvent @ 9_311_712_661us
runtime-0-1     | 02:43:50.992 [W0] INFO:	sim_time 9_311_712_661us: StepEvent @ 9_311_712_661us
runtime-0-1     | 02:43:50.994 [W0] INFO:	sim_time 9_311_812_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_782_661->9_311_812_661us)
runtime-0-1     | 02:43:51.249 [W0] INFO:	sim_time 9_311_812_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_782_661->9_311_812_661us)
runtime-0-1     | 02:43:51.386 [W0] INFO:	sim_time 9_311_812_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_782_661->9_311_812_661us)
runtime-0-1     | 02:43:51.587 [W0] INFO:	sim_time 9_311_812_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_782_661->9_311_812_661us)
runtime-0-1     | 02:43:51.798 [W0] INFO:	sim_time 9_311_812_661us: PolicyEvent @ 9_311_812_661us
runtime-0-1     | 02:43:51.798 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:54,061][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:54.086 [W0] INFO:	sim_time 9_311_812_661us: ControllerEvent @ 9_311_812_661us
runtime-0-1     | 02:43:54.094 [W0] INFO:	sim_time 9_311_812_661us: PhysicsEvent @ 9_311_812_661us
runtime-0-1     | 02:43:54.094 [W0] INFO:	sim_time 9_311_812_661us: TrafficEvent @ 9_311_812_661us
runtime-0-1     | 02:43:54.095 [W0] INFO:	sim_time 9_311_812_661us: PhysicsEvent @ 9_311_812_661us
runtime-0-1     | 02:43:54.095 [W0] INFO:	sim_time 9_311_812_661us: StepEvent @ 9_311_812_661us
runtime-0-1     | 02:43:54.097 [W0] INFO:	sim_time 9_311_912_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_882_661->9_311_912_661us)
runtime-0-1     | 02:43:54.271 [W0] INFO:	sim_time 9_311_912_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_882_661->9_311_912_661us)
runtime-0-1     | 02:43:54.600 [W0] INFO:	sim_time 9_311_912_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_882_661->9_311_912_661us)
runtime-0-1     | 02:43:54.748 [W0] INFO:	sim_time 9_311_912_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_882_661->9_311_912_661us)
runtime-0-1     | 02:43:54.964 [W0] INFO:	sim_time 9_311_912_661us: PolicyEvent @ 9_311_912_661us
runtime-0-1     | 02:43:54.965 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:43:57,307][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Keep distance to the cut-in vehicle since it merges into our lane ahead']
runtime-0-1     | 02:43:57.335 [W0] INFO:	sim_time 9_311_912_661us: ControllerEvent @ 9_311_912_661us
runtime-0-1     | 02:43:57.343 [W0] INFO:	sim_time 9_311_912_661us: PhysicsEvent @ 9_311_912_661us
runtime-0-1     | 02:43:57.343 [W0] INFO:	sim_time 9_311_912_661us: TrafficEvent @ 9_311_912_661us
runtime-0-1     | 02:43:57.344 [W0] INFO:	sim_time 9_311_912_661us: PhysicsEvent @ 9_311_912_661us
runtime-0-1     | 02:43:57.345 [W0] INFO:	sim_time 9_311_912_661us: StepEvent @ 9_311_912_661us
runtime-0-1     | 02:43:57.347 [W0] INFO:	sim_time 9_312_012_661us: CameraFrameEvent(camera_front_wide_120fov, 9_311_982_661->9_312_012_661us)
runtime-0-1     | 02:43:57.581 [W0] INFO:	sim_time 9_312_012_661us: CameraFrameEvent(camera_cross_right_120fov, 9_311_982_661->9_312_012_661us)
runtime-0-1     | 02:43:57.858 [W0] INFO:	sim_time 9_312_012_661us: CameraFrameEvent(camera_cross_left_120fov, 9_311_982_661->9_312_012_661us)
runtime-0-1     | 02:43:57.983 [W0] INFO:	sim_time 9_312_012_661us: CameraFrameEvent(camera_front_tele_30fov, 9_311_982_661->9_312_012_661us)
runtime-0-1     | 02:43:58.208 [W0] INFO:	sim_time 9_312_012_661us: PolicyEvent @ 9_312_012_661us
runtime-0-1     | 02:43:58.208 [W0] INFO:	Draining 6 outstanding tasks
driver-0-1      | [2026-06-10 02:44:00,648][alpasim_driver.models.alpamayo_base][INFO] - Alpamayo15Model Chain-of-Causation: ['Yield to the cut-in vehicle from the left since it merges into our lane ahead']
runtime-0-1     | 02:44:00.674 [W0] INFO:	sim_time 9_312_012_661us: ControllerEvent @ 9_312_012_661us
